"","site_code","location_name","sample_collector","lat","long","gap_num","gap_size","gaps","depth","analyte_avg","analyte_tot","soil_lyrs_n","layer_tops","calc_notes"
"318","RCCZO","Reynolds Creek CZO","Ryan Will",43.25881776,-116.7757094,0,0,NA,30,441.666666666667,1730,4,"0,5,10,20,30,40,50,60,70,80",""
"319","RCCZO","Reynolds Creek CZO","Ryan Will",43.25886706,-116.775505,0,0,NA,30,290,1090,4,"0,5,10,20,30,40,50,60,70,80",""
"320","RCCZO","Reynolds Creek CZO","Ryan Will",43.25887248,-116.7755112,0,0,NA,30,366.666666666667,1370,4,"0,5,10,20,30,40,50,60,70,80",""
"321","RCCZO","Reynolds Creek CZO","Ryan Will",43.27946818,-116.8086865,0,0,NA,30,728.333333333333,2550,4,"0,5,10,20,30,40,50,60,70,80",""
"322","RCCZO","Reynolds Creek CZO","Ryan Will",43.27947271,-116.8086988,0,0,NA,30,703.333333333333,2450,4,"0,5,10,20,30,40,50,60,70,80",""
"323","RCCZO","Reynolds Creek CZO","Ryan Will",43.27954562,-116.8085217,0,0,NA,30,1375,5130,4,"0,5,10,20,30,40,50,60,70,80",""
"324","RCCZO","Reynolds Creek CZO","Ryan Will",43.27955461,-116.8085155,0,0,NA,30,1496.66666666667,5580,4,"0,5,10,20,30,40,50,60,70,80",""
"325","RCCZO","Reynolds Creek CZO","Ryan Will",43.27961997,-116.808557,0,0,NA,30,1142.77777777778,4320,4,"0,5,10,20,30,40,50,60,70,80",""
"326","RCCZO","Reynolds Creek CZO","Ryan Will",43.27962448,-116.8085631,0,0,NA,30,1206.66666666667,4440,4,"0,5,10,20,30,40,50,60,70,80",""
"327","RCCZO","Reynolds Creek CZO","Ryan Will",43.27964203,-116.8083997,0,0,NA,30,1053.33333333333,3950,4,"0,5,10,20,30,40,50,60,70,80",""
"328","RCCZO","Reynolds Creek CZO","Ryan Will",43.27964385,-116.808412,0,0,NA,30,1056.66666666667,3860,4,"0,5,10,20,30,40,50,60,70,80",""
"329","RCCZO","Reynolds Creek CZO","Ryan Will",43.27973743,-116.8086913,0,0,NA,30,1103.33333333333,4230,4,"0,5,10,20,30,40,50,60,70,80",""
"330","RCCZO","Reynolds Creek CZO","Ryan Will",43.27974419,-116.8086944,0,0,NA,30,965,4030,4,"0,5,10,20,30,40,50,60,70,80",""
"331","RCCZO","Reynolds Creek CZO","Ryan Will",43.28640106,-116.7787408,0,0,NA,30,946.666666666667,3540,4,"0,5,10,20,30,40,50,60,70,80",""
"332","RCCZO","Reynolds Creek CZO","Ryan Will",43.2864033,-116.7787346,0,0,NA,30,903.333333333333,3350,4,"0,5,10,20,30,40,50,60,70,80",""
"333","RCCZO","Reynolds Creek CZO","Ryan Will",43.28646533,-116.7785884,0,0,NA,30,495,1960,4,"0,5,10,20,30,40,50,60,70,80",""
"334","RCCZO","Reynolds Creek CZO","Ryan Will",43.28647435,-116.7785946,0,0,NA,30,493.333333333333,1980,4,"0,5,10,20,30,40,50,60,70,80",""
"335","RCCZO","Reynolds Creek CZO","Ryan Will",43.28649973,-116.7786831,0,0,NA,30,813.333333333333,3250,4,"0,5,10,20,30,40,50,60,70,80",""
"336","RCCZO","Reynolds Creek CZO","Ryan Will",43.28654277,-116.778822,0,0,NA,30,683.333333333333,2490,4,"0,5,10,20,30,40,50,60,70,80",""
"337","RCCZO","Reynolds Creek CZO","Ryan Will",43.28654725,-116.7788096,0,0,NA,30,535,1940,4,"0,5,10,20,30,40,50,60,70,80",""
"338","RCCZO","Reynolds Creek CZO","Ryan Will",43.28658903,-116.7785298,0,0,NA,30,786.666666666667,3140,4,"0,5,10,20,30,40,50,60,70,80",""
