"","Site","lat","long","SOC","CLAY","pGPP","TSOI","lig_N","MIMSOC","MIMMIC","MIMLIT","MIM_CO","LITm","LITs","MICr","MICK","SOMa","SOMc","SOMp","desorb","JITn","DEBUG","run_num","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","RMSE"
"287","S153",43.14377305,-116.7690419,4.86,24.8181992,174.6260071,11.5256996,11.6999998,4.07402106781867,0.0426585098069135,0.18806189189653,0.414423894064729,0.0311162132328341,0.156945678663696,0.0124988737982749,0.0301596360086387,0.0908765942464677,0.108062906082278,3.64436116578648,1.42572908391644e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"288","S167",43.14401171,-116.7356334,3.49,29.3999996,-99.6399994,10.3395004,11.6999998,2.68135214982239,0.0223175252435815,0.2443216031525,0.420478791321659,0.0403474350740718,0.203974168078428,0.00660625564918188,0.0157112695943996,0.129039863283401,0.140622785809703,2.14505037233321,1.33103430736874e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"289","S171",43.15047123,-116.7093699,2.01,29.8999996,-128.2120056,11.3430996,11.6999998,2.38737615183601,0.0207880270033862,0.190045325446588,0.421307189071669,0.031130805822177,0.158914519624411,0.00616203540690103,0.0146259915964852,0.100533156493176,0.109580164854703,1.96642947803815,1.32108889199024e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"290","S182",43.15738372,-116.7086039,2.63,29.8999996,11.7912998,10.1876001,11.6999998,3.54309348695005,0.0305878220503321,0.252873803483229,0.421698133590657,0.0417528808689576,0.211120922614271,0.00907283140103081,0.0215149906493013,0.134795459999388,0.145432377386848,2.97940402403025,1.32108889199024e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"291","S196",43.16752432,-116.7131573,2.53,29.7000008,-16.8381004,10.4827003,11.6999998,3.28507401235386,0.0284632179597752,0.236874355535618,0.421276986409624,0.0390443649499967,0.197829990585621,0.00843670783406219,0.020026510125713,0.125577274158256,0.136301932273658,2.75785723242656,1.32505808566454e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"292","S211",43.1856935,-116.8038721,2.39,14.3000002,214.5110016,10.3808002,11.6999998,3.4986985029641,0.0455547459611915,0.242745661709625,0.401698045318435,0.0411810012615777,0.201564660448048,0.0130550602312007,0.0324996857299907,0.0941681204994789,0.138651150178452,2.97757882461535,1.66938668705586e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"293","S220",43.1910335,-116.7813366,3,21.7999992,113.7300034,11.4491997,11.6999998,3.44109818114747,0.0381337062470356,0.191370488528073,0.410124944478785,0.0318383741882898,0.159532114339783,0.0110909208567447,0.0270427853902909,0.0872061991259882,0.109856142224288,3.01453164502209,1.49175953722778e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"294","S226",43.19237763,-116.7177152,1.24,22.7588997,-243.0110016,11.4120998,11.6999998,1.24970853341371,0.0158026499360557,0.141955789324443,0.409980882861163,0.0236262087579416,0.118329580566501,0.00459494483299882,0.0112077051030569,0.0660706322526145,0.0816956242120651,0.944183837688534,1.47045637709226e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"295","S240",43.19788121,-116.8123803,6.65,14.3000002,235.2810059,8.8485403,11.6999998,3.79400908433703,0.0470806636003738,0.340910575770395,0.402058849524898,0.0584155642023376,0.282495011568058,0.013501000652326,0.0335796629480479,0.133604121370006,0.194220463569216,3.07819326002704,1.66938668705586e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"296","S252",43.21141852,-116.7356752,2.15,23.2000008,-96.5361023,11.4284,11.6999998,2.26045658519192,0.022549980769707,0.191691803159721,0.410796807170824,0.0318771787928699,0.159814624366851,0.00656611927024121,0.0159838614994658,0.0899753847700922,0.110273241782892,1.84596617470951,1.46075919437258e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"297","S269",43.23466902,-116.7465502,1.94,22.1000004,-163.3549957,10.8114996,11.6999998,1.8241698377403,0.0194004387554398,0.199123827290449,0.409126287348866,0.0333254481201791,0.16579837917027,0.00563273111303974,0.0137677076424,0.0918562003944607,0.114431135030245,1.3993582362697,1.48506167401383e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"298","S271",43.24381094,-116.7069646,1.37,12.3000002,-269.9020081,10.9443998,11.6999998,0.891462402725431,0.0143839055802028,0.14309246832298,0.396301724141328,0.0243876255317483,0.118704842791232,0.00408247478518724,0.0103014307950156,0.0526651459861742,0.0820287090497254,0.599292173786348,1.72022708059835e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"299","S272",43.24391588,-116.7288696,1.91,12.3000002,-235.6100006,9.7424402,11.6999998,1.1811165454712,0.0161682888808817,0.209766929233574,0.396345825059856,0.0360694563598381,0.173697472873736,0.00458928847087321,0.0115790004100084,0.0778956283030997,0.120028575975241,0.7572571230784,1.72022708059835e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"300","S294",43.24722932,-116.7379734,0.71,11.3000002,-122.663002,12.5579996,11.6999998,1.54881312034023,0.0209845316231177,0.146387445640331,0.396071753157385,0.0246779995358398,0.121709446104491,0.00595340476616451,0.0150311268569532,0.0517738544048005,0.0840311551247594,1.24563613354723,1.74622498362114e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"301","S304",43.25439319,-116.7063661,1.96,21.7999992,-149.4850006,10.184,11.6999998,1.96882424446007,0.019960697167578,0.235342216261314,0.408710400765925,0.0395912949589517,0.195750921302362,0.0057912148121377,0.0141694823554403,0.108410653557088,0.135104897651569,1.47000577982252,1.49175953722778e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"302","S314",43.25865197,-116.7756558,1.47,29.7000008,-171.6009979,12.4345999,11.6999998,1.9503507722514,0.0190619647931673,0.136783162828262,0.420611616818382,0.0222600722413356,0.114523090586926,0.00564382533302499,0.0134181394601423,0.0715985690404203,0.0790010134800928,1.64390606210945,1.32505808566454e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"303","S329",43.27973743,-116.8086913,4.23,30.1000004,77.8732986,6.6839399,11.6999998,4.67612580271888,0.0354801862897026,0.549744528296975,0.422622480623841,0.0928599257390062,0.456884602557968,0.0105401992074346,0.0249399870822679,0.300915387061766,0.314357214901538,3.4756284861689,1.31713154846826e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"304","S336",43.28654277,-116.778822,2.49,29.7248001,-54.4290009,11.6964998,11.6999998,2.89517024826005,0.0256752942047888,0.181014314314711,0.421089194191318,0.0295923338516954,0.151421980463016,0.00760795943809279,0.018067334766696,0.0952235241018202,0.104371985925031,2.4888851297137,1.32456526963666e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"305","S139.5",43.1285589,-116.7967586,7.91,20.4,1250.559998,10.8751497,18.35,9.90819144629071,0.121870414818685,0.220407938313866,0.41485702298655,0.0365651436451087,0.183842794668758,0.0357342096483316,0.0861362051703537,0.0972127585484767,0.125273873481702,9.34342646112798,1.52341771687659e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"306","S15",43.12971095,-116.7934963,7.17,11.26,866.3049927,9.9629402,11.6999998,6.29115633239851,0.0934671859659632,0.26882486349924,0.403283299334793,0.0456215707555862,0.223203292743654,0.0268611157517234,0.0666060702142397,0.0959409741718464,0.152487234759051,5.68043607400241,1.74727303823651e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"307","S16",43.20529592,-116.7506016,1.348333333,11.260625,-20.493,10.8393002,11.6999998,2.15254820721297,0.0281662989867575,0.218507124578665,0.396552582995285,0.037249229914475,0.18125789466419,0.0079978503871729,0.0201684485995846,0.0780628039718037,0.125011450045313,1.70280052963043,1.74725665762856e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"308","S17",43.12565165,-116.7811645,1.793125,11.43563636,394.95401,11.1189003,11.6999998,4.0393621582915,0.0588605259997262,0.206521230227773,0.39964805023659,0.0349846533057467,0.171536576922027,0.0168067211237242,0.042053804876002,0.0738183008106955,0.117830690432982,3.58233141082032,1.74267582653159e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"309","S18",43.24720654,-116.7071648,0.68,11.63333333,-212.5399933,11.2952003,11.6999998,1.17367710243332,0.0172562568680183,0.158922127552823,0.396200973573251,0.0270380540675917,0.131884073485232,0.00489682065887791,0.0123594362091404,0.0572980398036138,0.0911140622046244,0.849086616004237,1.7375156554805e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"310","S19",43.06815056,-116.7584612,10.3,11.77166667,1159.089966,7.6005998,11.6999998,8.07905248118918,0.114846568080754,0.455737074078992,0.406398601093037,0.0782441141808228,0.37749295989817,0.033186526616338,0.0816600414644157,0.16725983813135,0.256884866610129,7.08432413428796,1.73391404828154e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"311","S2",43.11980227,-116.722923,5.56,6.333333333,517.4790039,7.6586399,15.5909996,4.53966227974683,0.0677561116519313,0.445952451489892,0.396903012388905,0.0776380459596858,0.368314405530207,0.0192515905427251,0.0485045211092061,0.137842472240757,0.252279210296378,3.63583203406787,1.88128736049973e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"312","S20",43.06520205,-116.7593348,2.906666667,11.87875,300.5150146,9.34935,11.6999998,3.83479351884508,0.0518971323288042,0.304973373492528,0.399497871813738,0.0523377982580171,0.252635575234511,0.0148144519089005,0.0370826804199037,0.111860258406427,0.173690025948671,3.19237272866865,1.7311311845139e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"313","S22",43.19273015,-116.8149283,2.73,12.28333333,287.8999939,9.3677101,11.6999998,3.80799044929582,0.0509563243294467,0.304111030423615,0.400135853208415,0.0520742418612829,0.252036788562332,0.0145624813943628,0.0363938429350838,0.112620049106142,0.17320632840377,3.16709671703285,1.72065719637808e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"314","S23",43.12385697,-116.7800245,3.462142857,12.293,414.5589905,11.9081001,11.6999998,4.14713308050745,0.0603182917789771,0.173458022229478,0.400562175968762,0.0291821154169665,0.144275906812511,0.0172510914690335,0.0430672003099436,0.0631423660180235,0.0991023008690106,3.75111209961196,1.72040771908612e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"315","S25",43.13301998,-116.7920531,6.83,12.33166667,179.802002,9.8768396,11.6999998,3.24204771059477,0.0429737164750364,0.271260722296001,0.399489436350344,0.0463330590973769,0.224927663198624,0.0122670063285809,0.0307067101464555,0.100319493542927,0.154760040050832,2.67273373822998,1.71941017183972e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"316","S27",43.19159234,-116.8095646,4.628947368,12.44717949,365.4200134,6.9818702,11.6999998,4.59966160954212,0.0566536762590562,0.516503060801387,0.401309228945761,0.0897392315460821,0.426763829255305,0.0162245724689683,0.0404291037900879,0.195100751197444,0.29286642893476,3.53853769234948,1.71643354261041e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"317","S29",43.12349175,-116.7874879,10.23648649,12.678,1169.189941,5.5837402,11.6999998,8.79650958544362,0.115557588585294,0.713077861801236,0.407877615077183,0.12381804272117,0.589259819080066,0.0334783031788286,0.0820792854064654,0.271713783210179,0.400560442474792,7.29559990937212,1.71050099769933e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"318","S3",43.18866189,-116.8130672,5.91,7.375,238.8560028,9.4678097,11.6999998,3.20581026788662,0.0473237188095778,0.296150562923268,0.394392886049076,0.0512788516911744,0.244871711232093,0.0133851357294055,0.0339385830801723,0.0945732602291826,0.168598884324401,2.59916384160019,1.85212070338604e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"319","S30",43.18077561,-116.7145575,2.199230769,13.10452381,0.631347,10.4433002,11.6999998,2.37789654437498,0.0297383876569218,0.238465353954359,0.398608389623547,0.040655948065601,0.197809405888758,0.00847554676625171,0.0212628408906701,0.0898970516286653,0.136418830091732,1.8833769210433,1.69959238972863e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"320","S31",43.12421955,-116.7895852,3.017142857,13.48833333,389.9700012,11.2613001,11.6999998,4.19817545552186,0.0585098567015443,0.200150830975544,0.401775187253845,0.033755036641197,0.166395794334347,0.0167700276379636,0.0417398290635807,0.0755338291719876,0.114298379272243,3.74968255940054,1.68983570589871e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"321","S32",43.12752508,-116.7925417,5.023333333,13.516,601.0980225,10.6028996,11.6999998,5.2806345090336,0.0740812391672599,0.23157870118362,0.402914393919027,0.0392559998408921,0.192322701342728,0.0212759935383269,0.052805245628933,0.0879741241683283,0.131949364469559,4.75505108004483,1.68913456949216e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"322","S33",43.12416094,-116.7826214,3.03,13.725,545.0159912,11.1452999,11.6999998,4.98384920590162,0.0699249948122848,0.2059116681186,0.403276480214057,0.0346606135432166,0.171251054575383,0.0200951887845957,0.0498298060276891,0.0781100514381563,0.117424141712236,4.51247834982034,1.68384742454677e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"323","S34",43.1242439,-116.7916884,3.431090909,13.98132353,600.0189819,11.5906,11.6999998,5.24441997783101,0.0739875559301332,0.186647686936122,0.403721194349558,0.0313084785645311,0.155339208371591,0.0212793997606905,0.0527081561694428,0.0710510868125217,0.106484397544748,4.80624925060749,1.67738570894254e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"324","S35",43.1220937,-116.7801683,4.92,14.08333333,612.3400269,7.7888899,11.6999998,5.80105823273742,0.0748709821291501,0.432981903331681,0.404316984221312,0.0745441983551749,0.358437704976506,0.0215561087989911,0.053314873330159,0.169675615190546,0.245503239841593,4.87802649224444,1.67482102490435e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"325","S36",43.19214026,-116.8079732,8.67,14.18166667,379.1430054,6.73283,11.6999998,4.89258348207862,0.0576918163089258,0.54554472843956,0.402988290417583,0.0947542321146236,0.450790496324937,0.0165711478735859,0.0411206684353399,0.216110487362993,0.309383363222189,3.76385308674495,1.6723524847212e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"326","S37",43.12667447,-116.7868472,3.17,14.255,525.0319824,11.8634005,11.6999998,4.88835500197741,0.068459165414417,0.175569789159243,0.403712678516731,0.0293899335005495,0.146179855658694,0.0196890955403199,0.0487700698740971,0.0671900795315422,0.100271302324468,4.47686466554774,1.6705139084739e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"327","S38",43.19243739,-116.8066319,5.67,14.655,252.7100067,7.66081,11.6999998,4.111806813659,0.0483749885628616,0.443278266855827,0.402440751957672,0.0765775179271062,0.366700748928721,0.0138815609472317,0.0344934276156299,0.176793451503189,0.252084739591582,3.19127536714554,1.66052083422501e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"328","S39",43.12449119,-116.794308,12.5,14.86333333,1661.640015,8.5339699,15.8590002,11.0123393613913,0.151641291696608,0.372597152584301,0.412169285464453,0.063070604049378,0.309526548534923,0.0442594832565991,0.107381808440009,0.146938414231278,0.209789288384571,10.1313732144946,1.65533980627346e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"329","S4",43.19347351,-116.810691,1.759411765,9.932162162,193.5010071,12.2800999,11.6999998,2.92366077694323,0.0439880157632412,0.159327787782282,0.396654291851456,0.0268863334532548,0.132441454329027,0.0124927373540587,0.0314952784091825,0.0541113395887774,0.0911615711175894,2.57507206269134,1.78242335945665e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"330","S40",43.12303738,-116.7856704,5.821428571,15.234,804.0570068,6.0898199,11.6999998,7.30728372293799,0.0889798147732798,0.630604844428036,0.406776266569541,0.109726385179074,0.520878459248962,0.0257289504476687,0.0632508643256112,0.257650419716648,0.356262078373801,5.97378656564622,1.64616165577057e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"331","S42",43.11716535,-116.7257274,7.66,15.65333333,631.223999,7.9834599,11.6999998,6.06672043839665,0.0762760241188655,0.415040310953435,0.406189545020407,0.071128656133101,0.343911654820334,0.022032963936137,0.0542430601827285,0.168705435676787,0.235479229851118,5.17121943779644,1.63583979532017e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"332","S43",43.06447579,-116.7485631,9.16,15.70833333,355.7160034,7.9335999,11.6999998,4.67721395271966,0.0559848251574603,0.417931675403568,0.404326564714395,0.0718586496772501,0.346073025726318,0.0161188662244352,0.0398659589330251,0.170555384804736,0.237653877329217,3.79508819002468,1.6344907840327e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"333","S44",43.12303246,-116.7927984,9.827142857,15.81888889,1697.920044,7.5053802,11.6999998,11.6399857276653,0.15426440901428,0.468801000154653,0.41379543325841,0.0796569059426957,0.389144094211957,0.045150738545885,0.109113670468395,0.19019477239154,0.263430057208608,10.5632954888963,1.63178249961347e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"334","S47",43.12875942,-116.7929445,7.027777778,17.443,591.59198,10.5836,11.6999998,5.74132327862231,0.073393783588324,0.233298673520623,0.407709224127553,0.0391681436924388,0.194130529828184,0.0212567496537692,0.0521370339345548,0.0971179687446046,0.133046136880788,5.20446671588797,1.59250987392957e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"335","S48",43.12317978,-116.7878097,3.768461538,17.47419355,794.3640137,4.6739302,18.1697006,8.09148470082182,0.0882499022641314,0.866315092166183,0.409911128981426,0.151027597644472,0.715287494521711,0.0256573739479058,0.0625925283162255,0.374990539713814,0.488382103312199,6.27354706336549,1.59176490768356e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"336","S49",43.12611188,-116.7890521,2.805,17.475,464.20401,11.5574999,11.6999998,4.97634268690789,0.0640186326049074,0.187644561622495,0.406706958945671,0.0313485074657447,0.15629605415675,0.0185090599126038,0.0455095726923036,0.0777619056356311,0.107289172146338,4.53962841489852,1.59174565261787e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"337","S50",43.12035214,-116.8005433,4.01,18.28666667,421.1440125,9.4428902,11.6999998,5.06238577814536,0.0608515487376923,0.298970457875766,0.407334520414505,0.0507141773604,0.248256280515366,0.0176126827431528,0.0432388659945395,0.128274610808981,0.170526451666763,4.40376270905616,1.57248364462616e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"338","S51",43.12283706,-116.7981045,10.97,18.48833333,929.177002,6.3752398,11.6999998,8.45439060206149,0.0981921684315645,0.594919059892128,0.411530764571381,0.102319253696478,0.49259980619565,0.0286278550661515,0.069564313365413,0.260303724824739,0.336144624107499,7.16483102480556,1.56773406911294e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"339","S52",43.18051979,-116.7138797,1.595,18.4965,-106.4889984,10.9786997,11.6999998,2.0281673536546,0.021803398872619,0.211756347281959,0.404607663945537,0.0356264966676609,0.176129850614298,0.00628063089100815,0.0155227679816109,0.0904799201267198,0.12153694738541,1.58259073998789,1.56754203337352e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"340","S53",43.12387104,-116.7826147,9.55,18.765,669.7550049,6.5927801,11.6999998,7.01895081240104,0.0791551422061016,0.563936989810983,0.409882318462753,0.0972049563211072,0.466732033489875,0.023012057659579,0.0561430845465226,0.248799692782805,0.319565763175401,5.80749322442575,1.56124145414221e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"341","S55",43.13058584,-116.7985533,5.07,19.43166667,505.8349915,9.5736198,11.6999998,5.654411446252,0.0670924258029702,0.291322965196806,0.409550317696544,0.0491383188195014,0.242184646377305,0.0194939648181852,0.0475984609847849,0.127683002764741,0.16610562325008,5.0022074292374,1.54570684203852e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"342","S56",43.2284173,-116.7368159,1.083076923,19.68212121,-98.3662033,11.1014004,0,2.11354751963865,0.0224092018385056,0.206083971640763,0.406084830464297,0.0345732369935097,0.171510734647254,0.00647189752159182,0.0159373043169137,0.0902693685661664,0.118346313574917,1.67643866401829,1.53991079675793e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"343","S57",43.12197197,-116.782117,8.75,20.20666667,1085.150024,7.7039499,11.6999998,9.37066943427163,0.109672171534396,0.444445948545401,0.414408561341235,0.0753786982285078,0.369067250316893,0.0321329268409124,0.0775392446934834,0.19952817955242,0.251512494682932,8.36551063995648,1.52784204034757e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"344","S58",43.13104556,-116.7960652,5.510588235,20.72380952,238.9140015,10.5711002,11.6999998,4.16398203474983,0.0474070488988791,0.232235764790744,0.409109742636125,0.039002908713207,0.193232856077537,0.0137637864442521,0.033643262454627,0.104328900377174,0.133011291155512,3.64699902952752,1.51603620053311e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"345","S59",43.12258624,-116.7849555,7.558709677,20.75611111,876.6220093,5.9746599,11.6999998,8.70400206527288,0.094357303866451,0.650049283694775,0.414055917878058,0.111644698777745,0.53840458491703,0.0276291761640867,0.0667281277023643,0.299123171564158,0.367480860434725,7.29299144571278,1.51530182276263e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"346","S6",43.12453364,-116.7860349,2.31,10.38,336.6029968,12.2628002,11.6999998,3.5936992026691,0.0545486219294166,0.160287975858326,0.398195999291582,0.0269843337147431,0.133303642143582,0.0155350487558025,0.0390135731736141,0.0551180548407797,0.0916176002066207,3.23212694983396,1.77048993676312e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"347","S60",43.12222251,-116.7817345,8.6,20.97666667,873.6929932,6.2929001,11.6999998,8.63828093348936,0.094167567345374,0.604868684439225,0.414013204305315,0.103785062529007,0.501083621910217,0.0275716069550061,0.0665959603903679,0.279428653920827,0.342236933850756,7.31757909393317,1.5102969825362e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"348","S63",43.0685844,-116.7588933,6.7,22.06333333,1276.380005,7.13276,37.5999985,11.0543995584115,0.123728767700371,0.505261171099332,0.417750383736987,0.0856785129978223,0.41958265810151,0.0364575744637735,0.0872711932365979,0.236295844798239,0.285434401027393,9.90367937378621,1.48587869158087e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"349","S67",43.14459543,-116.73561,3.6,25.87,-38.8689995,10.0209999,11.6999998,2.92316119136724,0.0268293021155278,0.261979980493334,0.415067600357508,0.043726681566648,0.218253298926686,0.00786957036225356,0.0189597317532742,0.130466977935575,0.150474743530724,2.35341018729207,1.40341185159274e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"350","S68",43.1439637,-116.7353485,2.434545455,26.38645161,-85.6993027,10.4624996,11.6999998,2.59231558615227,0.0233542708447111,0.237548685215951,0.415637269760897,0.0394856089150747,0.198063076300877,0.00685691566512075,0.0164973551795904,0.119045285757743,0.13659797224923,2.07576937208463,1.39258193954118e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
"351","S7",43.12749278,-116.7897313,4.4,10.49,347.6040039,11.1869001,11.6999998,3.73455008821291,0.0553711472159672,0.203045844452496,0.398157844804135,0.0344928343807707,0.168553010071725,0.0157682172451212,0.0396029299708461,0.0707007680452994,0.115891363930638,3.28954096456851,1.76757103712188e-06,1,"",4,3.953473926,0.718440429,0.837751291,0.548083129,0.530136543,0.678614162,0.137918287,0.738816949,1.898590175
