"","Site","lat","long","SOC","CLAY","pGPP","TSOI","lig_N","MIMSOC","MIMMIC","MIMLIT","MIM_CO","LITm","LITs","MICr","MICK","SOMa","SOMc","SOMp","desorb","JITn","DEBUG","run_num","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","RMSE"
"2298","S53",43.12387104,-116.7826147,9.55,18.765,669.7550049,6.5927801,11.6999998,5.74531652536071,0.0546537496433438,1.07363409498708,0.46421087320724,0.150396707978621,0.923237387008462,0.0173273299018833,0.0373264197414604,0.190864692143334,0.457512178174057,3.96865181041289,7.68327829862111e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2299","S55",43.13058584,-116.7985533,5.07,19.43166667,505.8349915,9.5736198,11.6999998,4.6875437388428,0.0463130975382012,0.767449521469745,0.466522864975834,0.0987446267350534,0.668704894734691,0.0147328892480533,0.0315802082901478,0.127371631598846,0.331501176125797,3.41490831211022,7.60682840181808e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2300","S56",43.2284173,-116.7368159,1.083076923,19.68212121,-98.3662033,11.1014004,0,2.19008496804488,0.0154267548575988,0.646308158155964,0.467328007003308,0.0796135047964859,0.566694653359478,0.0049132535927354,0.0105135012648635,0.103319607359454,0.28101432496297,1.14401612270889,7.57830454421484e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2301","S57",43.12197197,-116.782117,8.75,20.20666667,1085.150024,7.7039499,11.6999998,7.3019235832867,0.0759846022040699,0.947132984103869,0.46955426102098,0.127785788564355,0.819347195539514,0.0242787181686759,0.051705884035394,0.167925923546364,0.406107456135069,5.70477261729733,7.51891103146061e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2302","S58",43.13104556,-116.7960652,5.510588235,20.72380952,238.9140015,10.5711002,11.6999998,3.61496536070887,0.0327102505546027,0.685840870102393,0.471286201819633,0.0852804243483902,0.600560445754003,0.0104778320665153,0.0222324184880874,0.113454184917827,0.297839965031944,2.4851200901021,7.46081140016859e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2303","S59",43.12258624,-116.7849555,7.558709677,20.75611111,876.6220093,5.9746599,11.6999998,6.8911515955975,0.0653531046329709,1.15041783241099,0.471612943469582,0.162285877876817,0.988131954534173,0.0209439378592066,0.0444091667737643,0.216053635030726,0.48981701631585,4.96951000720696,7.45719733472601e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2304","S6",43.12453364,-116.7860349,2.31,10.38,336.6029968,12.2628002,11.6999998,3.16568368548121,0.0373373807006003,0.569140895569326,0.43716694070034,0.0708265182151702,0.498314377354156,0.0113575312876952,0.0259798494129051,0.0711265569482835,0.246582635789996,2.241496216473,8.71304491241108e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2305","S60",43.12222251,-116.7817345,8.6,20.97666667,873.6929932,6.2929001,11.6999998,6.84042573970681,0.0652189602067935,1.10973205634254,0.472429431003551,0.155031275600944,0.954700780741598,0.0209255232287356,0.0442934369780579,0.2074662982639,0.473285720999187,4.98472270389439,7.43256720451922e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2306","S63",43.0685844,-116.7588933,6.7,22.06333333,1276.380005,7.13276,37.5999985,8.45270281269448,0.085932543610095,1.00950156025088,0.476714694430236,0.137048730377678,0.872452829873202,0.0277408401387278,0.0581917034713673,0.188069554143506,0.432556922078863,6.73664223261113,7.31239839623606e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2307","S67",43.14459543,-116.73561,3.6,25.87,-38.8689995,10.0209999,11.6999998,2.78384068617848,0.0185940341141432,0.722786073108808,0.492082976053698,0.0892549839478064,0.633531089161002,0.00613223781155336,0.0124617963025898,0.133548280806923,0.315046664402147,1.59386563374645,6.90655746730383e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2308","S68",43.1439637,-116.7353485,2.434545455,26.38645161,-85.6993027,10.4624996,11.6999998,2.53854187564451,0.0161800914068527,0.689402438734818,0.495726018374235,0.0835672630703655,0.605835175664452,0.00536254112819972,0.0108175502786529,0.126504904317051,0.301180756999254,1.40527368418654,6.85326063226209e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2309","S7",43.12749278,-116.7897313,4.4,10.49,347.6040039,11.1869001,11.6999998,3.3208020918199,0.0378985961367436,0.642140561635308,0.437489389437001,0.0822944378789559,0.559846123756352,0.011534160743181,0.0263644353935626,0.0829376432867097,0.277030272379829,2.28079501838131,8.69868024241732e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2310","S70",43.16761023,-116.7130538,2.08,33.69333333,-9.6191101,10.4895,11.6999998,3.2503165170595,0.0202970401138316,0.687137919985913,0.53015799874152,0.0796644381643105,0.607473481821602,0.00703237062837655,0.013264669485455,0.1393790176509,0.30249577354038,2.10100676576847,6.14182124528658e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2311","S72",43.14393712,-116.7367838,2.242857143,38.65352941,-109.5830002,9.7494001,11.6999998,3.03888019629473,0.0151933327851664,0.748701562237999,0.561345801088038,0.0852332144511633,0.663468347786836,0.00546241169479756,0.00973092109036881,0.163574248419617,0.330630818624114,1.78078023422783,5.70143773205973e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2312","S73",43.20024555,-116.7057467,1.98,42.02777778,-243.8029938,9.2375498,11.6999998,2.03652609641075,0.0111543024270354,0.584033162387161,0.584375394848312,0.0657125738893491,0.518320588497812,0.00411411330057946,0.0070401891264559,0.133893092102745,0.258550240865934,1.04889529862787,5.42004788985771e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2313","S74",43.12363069,-116.7967467,8.658695652,55.82153846,375.5220032,9.3150396,11.6999998,9.10940258153655,0.0419002691822202,0.785666941810321,0.714475888187684,0.077673954015495,0.707992987794826,0.0174611566400709,0.0244391125421493,0.199239384506686,0.35519512535308,7.72740086068424,4.40701787094908e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2314","S9",43.12378073,-116.7876965,4.481666667,10.69714286,1039.52002,11.8063002,11.6999998,5.42077465836275,0.0729810745531903,0.599209074692916,0.438230219234551,0.0754055607067081,0.523803513986208,0.0222374080823022,0.0507436664708881,0.0765081688529141,0.259150841581958,4.41292549868177,8.67169414640211e-07,1,"",26,3.480522534,1.137521958,3.174192191,1.129016017,0.371882681,0.389231444,0.067873203,0.348070634,1.993718629
"2315","S4",43.06445505,-116.7485868,4.83,20.5,362.0429993,7.9433599,11.6999998,4.40389995900936,0.0692672620694679,0.312351301668987,0.890341217667341,0.0304963323236478,0.281854969345339,0.0326245324807099,0.036642729588758,0.149550292725086,0.276844892643452,3.59588620990237,4.87766264937294e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2316","S20",43.06634802,-116.7599298,2.93,20.7000008,894.9619751,8.3442497,11.6999998,6.95961081876403,0.117803336136075,0.296263377926106,0.891784034777664,0.028760710792788,0.267502667133318,0.0555323083810912,0.0622710277549836,0.141677167055393,0.263092027458162,6.1407749101883,4.86305153061709e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2317","S22",43.066713,-116.7573279,7.29,20.5,1238.099976,6.0113201,0,8.82398980683217,0.148989916507135,0.39719172901476,0.888592861112643,0.0401971468669454,0.356994582147815,0.070100538296016,0.0788893782111194,0.197055768840592,0.350906569824301,7.72984582264538,4.87766264937294e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2318","S23",43.06685152,-116.7569076,11.25,20.57,1550.569946,7.3241401,0,10.1979547901007,0.177385025344383,0.337846196023675,0.890272615602722,0.0333160831071202,0.304530112916555,0.0835440503018373,0.0938409750425461,0.16355327261982,0.299065206497233,9.2201050896156,4.8725437914618e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2319","S33",43.06860897,-116.7900028,5.07,19.7000008,1020.729981,9.37817,46.7999992,7.31540613063993,0.129182794709166,0.260337845402972,0.874828636984571,0.0250518402759711,0.235286005127001,0.060279006831816,0.0689037878773499,0.120498253125154,0.231266170212287,6.57412106719035,4.93654714262888e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2320","S44",43.07859069,-116.8259174,5.67,20.3990993,1024.729981,7.94872,11.6999998,7.57358832573739,0.129567229273822,0.311919445402514,0.887067344659049,0.0305200221935898,0.281399423208924,0.0609066011088893,0.0686606281649329,0.149252038212542,0.276497108148604,6.70635250469991,4.88505063249292e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2321","S54",43.08383388,-116.7426316,4,24.6000004,197.4669952,10.7011995,11.6999998,3.70793655201973,0.0544186727296917,0.224015634330836,0.968931082385369,0.0197839249204067,0.20423170941043,0.0267799842979142,0.0276386884317775,0.106319956031254,0.200236873765609,3.12294541516234,4.58672441314068e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2322","S56",43.10206491,-116.8024789,2.39,20.7000008,680.4650269,11.4967003,11.6999998,5.69166553080578,0.0982526366301102,0.20057151454425,0.892846252098425,0.0183465199099112,0.182224994634339,0.0463452846615145,0.0519073519685957,0.0903491794174175,0.178930969169085,5.12356123104492,4.86305153061709e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2323","S72",43.10253977,-116.7837883,8.15,20.3999996,1135.640015,9.6892405,22,7.95857186444284,0.139657147647857,0.250816279696632,0.887013542071235,0.0238096182352644,0.227006661461367,0.0656475316413044,0.0740096160065528,0.116440861517451,0.223074987790758,7.22858258779014,4.8849846627721e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2324","S76",43.10454054,-116.7381214,1.59,24.6000004,4.6346002,10.9979,11.6999998,2.66428624226437,0.0368221739009081,0.216894135916813,0.971761050085653,0.0189571941830788,0.197936941733734,0.0181474090761802,0.0186747648247279,0.101878172275002,0.193692033372898,2.11499972679875,4.58672441314068e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2325","S94",43.10638402,-116.7730514,4.82,14.3000002,408.7380066,11.1058998,11.6999998,3.83809669056919,0.0735142767932985,0.20655859460882,0.790738805429717,0.020524195273496,0.186034399335324,0.0324617924385757,0.0410524843547228,0.0859386576209464,0.18347732624065,3.28860783530547,5.35304809917399e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2326","S102",43.11066219,-116.7333353,6.65,22.2999992,538.6149902,7.0387502,21.3603001,5.55479524841527,0.0853813206224462,0.352384943648601,0.923149502291813,0.0341274571750239,0.318257486473577,0.0409847094797881,0.0443966111426582,0.174331519454771,0.312096935848115,4.63060052884134,4.74772782910326e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2327","S108",43.12158715,-116.787974,5.06,14.3,689.4979858,7.6333899,11.7,5.2703138881483,0.09904997416539,0.318690397603548,0.790389953463683,0.0336826948227669,0.285007702780781,0.0437268452717273,0.0553231288936626,0.141041033263831,0.281231321671858,4.43030116144367,5.35304811523313e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2328","S109",43.12187239,-116.785596,10.22,14.3,873.5079956,7.2474699,11.7,6.0728627299599,0.115776693444288,0.334544133537667,0.790435874236226,0.0355897880186573,0.29895434551901,0.0511127224469034,0.0646639709973842,0.149023635715941,0.29496868356845,5.17854958369356,5.35304811523313e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2329","S113",43.12231214,-116.779423,8.73,14.3,656.2800293,8.4466105,11.7,5.05776404113012,0.0960276681673863,0.287007699047801,0.790472355331551,0.0299814593357771,0.257026239712023,0.0423950790456155,0.0536325891217708,0.125596856618149,0.253891000855209,4.29524081644158,5.35304811523313e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2330","S116",43.12292115,-116.782785,6.25,14.3,704.7609863,6.47193,11.7,5.45297838932801,0.100419886003385,0.369020259148269,0.790809854868369,0.0397502028572623,0.329270056291007,0.0443447612600232,0.0560751247433613,0.166445599816005,0.324755552798382,4.49233709156197,5.35304811523313e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2331","S132",43.12568301,-116.78562,2.03,14.3,422.1900024,11.7316999,11.7,3.85741900948748,0.0747358770675232,0.190948585326243,0.790779466659434,0.0187704877850718,0.172178097541171,0.0330021636433139,0.0417337134242093,0.0785994970978027,0.169826888576924,3.34330816141899,5.35304811523313e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2332","S133",43.125801,-116.782742,4.33,14.3,340.9970093,12.2889004,11.7,3.48978621476898,0.0673560350098904,0.178113705865663,0.790760801470761,0.0173366470667037,0.160777058798959,0.0297429518138708,0.0376130831960196,0.0725937282215833,0.15857342065299,3.01314932501886,5.35304811523313e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2333","S135",43.12633701,-116.788065,2.14,14.3,304.9509888,12.3659,11.7,3.33591009148293,0.0640840960418074,0.176381478160116,0.790586679210629,0.0171482802599776,0.159233197900138,0.0282946551921421,0.0357894408496653,0.0718021663798124,0.157062374868781,2.86657997603241,5.35304811523313e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2334","S153",43.14377305,-116.7690419,4.86,24.8181992,174.6260071,11.5256996,11.6999998,3.55127821151956,0.0523314511664953,0.202650469791821,0.974375988710464,0.0175500428872573,0.185100426904564,0.0258261393790101,0.0265053117874853,0.0947462683613618,0.181319372251596,3.02023064994829,4.57173668735542e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2335","S167",43.14401171,-116.7356334,3.49,29.3999996,-99.6399994,10.3395004,11.6999998,2.37773941057142,0.0274145973915993,0.240141980678324,1.08849563943329,0.0197849720688593,0.220357008609464,0.0142881168407286,0.0131264805508706,0.117349838418454,0.215003238574426,1.77782975550862,4.26808882821599e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2336","S171",43.15047123,-116.7093699,2.01,29.8999996,-128.2120056,11.3430996,11.6999998,2.14434892911055,0.0255778743263674,0.205055082555459,1.09767405533719,0.016571778897858,0.188483303657601,0.013384428799743,0.0121934455266244,0.099255755223536,0.184282847266047,1.63017736973914,4.23619790246451e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2337","S182",43.15738372,-116.7086039,2.63,29.8999996,11.7912998,10.1876001,11.6999998,3.09204612271746,0.0376234714923481,0.244738023524307,1.10004011265115,0.0201124379546497,0.224625585569658,0.0197078748969806,0.0179155965953674,0.120450679894351,0.219309107966514,2.46992483983994,4.23619790246451e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2338","S196",43.16752432,-116.7131573,2.53,29.7000008,-16.8381004,10.4827003,11.6999998,2.88391614426432,0.0349623019030458,0.236136283703266,1.0988103928757,0.0193065847555856,0.216829698947681,0.0183041502082936,0.0166581516947522,0.115246484653828,0.211502897628486,2.28606817637569,4.24892550165901e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2339","S211",43.1856935,-116.8038721,2.39,14.3000002,214.5110016,10.3808002,11.6999998,3.07470904683739,0.0558721992434135,0.224870851584778,0.790213158549608,0.0227491016719932,0.202121749912785,0.0246623966695793,0.0312098025738342,0.0953163437747604,0.199797251776863,2.49885240045758,5.35304809917399e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2340","S220",43.1910335,-116.7813366,3,21.7999992,113.7300034,11.4491997,11.6999998,3.026039223656,0.0467120794682793,0.202862815415847,0.914327764906483,0.0182756570233609,0.184587158392486,0.0223107829272132,0.0244012965410661,0.0923151569328584,0.180991013300703,2.50315815853831,4.78346965211821e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2341","S226",43.19237763,-116.7177152,1.24,22.7588997,-243.0110016,11.4120998,11.6999998,1.15779361554554,0.0193424393603142,0.150926455329545,0.932567639674284,0.0134406278758349,0.13748582745371,0.00933376542661727,0.0100086739336969,0.0693701372269081,0.134745673252312,0.783408910376465,4.71515903136505e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2342","S240",43.19788121,-116.8123803,6.65,14.3000002,235.2810059,8.8485403,11.6999998,3.27570051716979,0.0577531264481815,0.273853414616645,0.790487449352823,0.0283217477591581,0.245531666857487,0.0254975937612272,0.0322555326869544,0.118589337300881,0.242222893591408,2.58328174521267,5.35304809917399e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2343","S252",43.21141852,-116.7356752,2.15,23.2000008,-96.5361023,11.4284,11.6999998,2.03793717684835,0.0276019725951938,0.203186716425221,0.94228752093009,0.0180640927226383,0.185122623702583,0.0133909084258806,0.0142110641693132,0.0942522870495995,0.181717937149239,1.5311782636291,4.68406408737908e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2344","S269",43.23466902,-116.7465502,1.94,22.1000004,-163.3549957,10.8114996,11.6999998,1.65296205276128,0.0237561948396609,0.198389934348427,0.918059367237546,0.0180933074960919,0.180296626852335,0.0113706580593915,0.0123855367802694,0.0920338571036951,0.177090777839999,1.1616912886295,4.76199231303075e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2345","S271",43.24381094,-116.7069646,1.37,12.3000002,-269.9020081,10.9443998,11.6999998,0.844081590646838,0.0176035475433096,0.140256970752948,0.763173751603493,0.0143427273443775,0.125914243408571,0.00761953574226033,0.00998401180104928,0.0567218886498136,0.124587748861249,0.504911434839517,5.51607268426509e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2346","S272",43.24391588,-116.7288696,1.91,12.3000002,-235.6100006,9.7424402,11.6999998,1.08012988638592,0.0197866729563424,0.183877829943291,0.763308296932673,0.0191445503175148,0.164733279625776,0.00856533804244113,0.0112213349139013,0.0756810712055396,0.162789804464011,0.637994507816737,5.51607268426509e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2347","S294",43.24722932,-116.7379734,0.71,11.3000002,-122.663002,12.5579996,11.6999998,1.45675234599121,0.0256936643071112,0.166552189491223,0.751535315720448,0.0167581331400841,0.149794056351139,0.011024440069093,0.0146692242380182,0.0643181807452156,0.148442716193391,1.05174559525426,5.59943744716739e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2348","S304",43.25439319,-116.7063661,1.96,21.7999992,-149.4850006,10.184,11.6999998,1.76560541294184,0.0244391046792011,0.220670684266527,0.912473921907756,0.0204182731042586,0.200252411162269,0.0116603136069431,0.012778791072258,0.103151880421506,0.196690437464607,1.22065330611,4.78346965211821e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2349","S314",43.25865197,-116.7756558,1.47,29.7000008,-171.6009979,12.4345999,11.6999998,1.77683373741216,0.0234127598118892,0.164890085678266,1.09709628987483,0.0130223578422098,0.151867727836056,0.0122483893798159,0.0111643704320733,0.0777001406371211,0.148141879109747,1.36268887217514,4.24892550165901e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2350","S329",43.27973743,-116.8086913,4.23,30.1000004,77.8732986,6.6839399,11.6999998,3.84212009931029,0.0436127948702422,0.379810136313819,1.11066891037088,0.0330319190473468,0.346778217266472,0.0229497744145239,0.0206630204557183,0.19877812470226,0.338259343108971,2.881659700315,4.22350830191698e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2351","S336",43.28654277,-116.778822,2.49,29.7248001,-54.4290009,11.6964998,11.6999998,2.57687645605213,0.03154794749627,0.203033070977738,1.09764820809166,0.0162428009603912,0.186790270017346,0.0165082724093922,0.0150396750868778,0.0969600686334186,0.18221063349227,2.06312473545243,4.24734523992472e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2352","S139.5",43.1285589,-116.7967586,7.91,20.4,1250.559998,10.8751497,18.35,8.42770401741959,0.150064392008988,0.216776734874402,0.887825040846063,0.0201043428383267,0.196672392036075,0.0705737672094919,0.0794906247994964,0.0983075842742368,0.193078465273672,7.76947684098829,4.88498463346219e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2353","S15",43.12971095,-116.7934963,7.17,11.26,866.3049927,9.9629402,11.6999998,5.45310465464427,0.115165903586951,0.236225934032022,0.750173464161559,0.024760732392107,0.211465201639915,0.049363338329728,0.0658025652572229,0.0948228147283595,0.209081551613223,4.79780845068372,5.60279813454444e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2354","S16",43.20529592,-116.7506016,1.348333333,11.260625,-20.493,10.8393002,11.6999998,1.95523059796909,0.0345149499413085,0.211533572927796,0.75017575286626,0.0218475133768408,0.189686059550955,0.0147941019723069,0.0197208479690016,0.0836777770700373,0.187596389832735,1.43790790819721,5.60274560855815e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2355","S17",43.12565165,-116.7811645,1.793125,11.43563636,394.95401,11.1189003,11.6999998,3.56308692801058,0.0722966492774416,0.204478276725717,0.752358773081451,0.0209669958710174,0.183511280854699,0.0310398870276023,0.0412567622498394,0.0807339185665252,0.181421076058741,3.02415700738215,5.58805673546098e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2356","S18",43.24720654,-116.7071648,0.68,11.63333333,-212.5399933,11.2952003,11.6999998,1.10586732131671,0.0211323843960437,0.16130944674227,0.754673983123176,0.0164689202041377,0.144840526538133,0.0090889024733051,0.0120434819227386,0.0638057206796521,0.143223311218889,0.716396458279852,5.57151015338348e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2357","S19",43.06815056,-116.7584612,10.3,11.77166667,1159.089966,7.6005998,11.6999998,6.85171850151943,0.141776668383319,0.31809118343071,0.756713616492035,0.0345439790509969,0.283547204379713,0.0610710445113807,0.0807056238719388,0.134387955539641,0.280219704128818,5.97724299003694,5.55996125538408e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2358","S2",43.11980227,-116.722923,5.56,6.333333333,517.4790039,7.6586399,15.5909996,3.89165488570786,0.0835507286002921,0.311210355142774,0.693384127143994,0.0356913990085117,0.275518956134263,0.0342112271481284,0.0493395014521637,0.114824476625224,0.273556842271248,3.10851248306832,6.03252787817768e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2359","S20",43.06520205,-116.7593348,2.906666667,11.87875,300.5150146,9.34935,11.6999998,3.34221395994398,0.0637061698879609,0.255378233187967,0.757886887099921,0.0268923899411377,0.228485843246829,0.0274659712975611,0.0362401985903998,0.104968771420178,0.225859262401329,2.69230152304655,5.55103773651507e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2360","S22",43.19273015,-116.8149283,2.73,12.28333333,287.8999939,9.3677101,11.6999998,3.31777425347784,0.0625484347870139,0.255194013716263,0.763348418811985,0.026734342430663,0.2284596712856,0.0270770361004433,0.0354713986865707,0.105632638440775,0.225714901471012,2.66868426506277,5.51745189165603e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2361","S23",43.12385697,-116.7800245,3.462142857,12.293,414.5589905,11.9081001,11.6999998,3.65916265069126,0.0740659628387113,0.185715792837958,0.763441871505673,0.0186073170423479,0.16710847579561,0.0320651665349058,0.0420007963038055,0.0735383295626631,0.165081071473979,3.16076149397795,5.51665191885531e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
"2362","S25",43.13301998,-116.7920531,6.83,12.33166667,179.802002,9.8768396,11.6999998,2.85371766545817,0.0527223522433453,0.239042611974768,0.763846245005577,0.0248479014192007,0.214194710555567,0.022831792115085,0.0298905601282603,0.0983401384237493,0.21175871321089,2.25185384960541,5.51345318818819e-07,1,"",27,3.03407063,1.767048633,1.940071002,2.057721889,0.802192629,0.902546586,0.044224818,0.049587323,1.996000746
